0.0,1681860492548,0.33571732958609407
1.0,1681861084988,0.47798295454545453
2.0,1681861556856,0.5291397371752695
3.0,1681862035599,0.5666983310471881
4.0,1681862517665,0.592900390652093
5.0,1681862998629,0.6145756393671036
6.0,1681863472216,0.6354323507032611
7.0,1681863946318,0.653690518303351
8.0,1681864422538,0.666945135051554
9.0,1681864900316,0.6798508522862737
10.0,1681865377269,0.6906045810742811
11.0,1681865854787,0.7021360085769133
12.0,1681866327595,0.709739879112352
13.0,1681866800452,0.7137331322512843
14.0,1681867272384,0.7229074930602853
15.0,1681867750196,0.7326464842666279
16.0,1681868228405,0.7372949218208139
17.0,1681868709471,0.7462650923566385
18.0,1681869189397,0.7516734728758986
19.0,1681869668228,0.7531756037338213
20.0,1681870155031,0.7585813210091807
21.0,1681870644250,0.7662091620943763
22.0,1681871135423,0.7702104049650106
23.0,1681871627701,0.7748916904357347
24.0,1681872119406,0.7807510654357347
25.0,1681872617356,0.7805078124458139
