0.0,1681860492548,1.766104749657891
1.0,1681861084987,1.426661910658533
2.0,1681861556855,1.3010379028591244
3.0,1681862035598,1.2024945576082577
4.0,1681862517664,1.144045901908116
5.0,1681862998628,1.0864011926407164
6.0,1681863472215,1.029514561661265
7.0,1681863946317,0.9870828847316179
8.0,1681864422537,0.9459667737511072
9.0,1681864900315,0.916035692800175
10.0,1681865377268,0.886892398649996
11.0,1681865854786,0.8552349230105226
12.0,1681866327595,0.8331750489094041
13.0,1681866800452,0.8179462348872965
14.0,1681867272384,0.7991486449133266
15.0,1681867750195,0.772268227555535
16.0,1681868228405,0.7572427066889676
17.0,1681868709471,0.734171410175887
18.0,1681869189397,0.7147296176038005
19.0,1681869668227,0.7123845995149829
20.0,1681870155030,0.6952187874439087
21.0,1681870644250,0.6743810755962675
22.0,1681871135422,0.6665680704807694
23.0,1681871627700,0.6507016481323675
24.0,1681872119406,0.6334316840564663
25.0,1681872617356,0.6396982368420471
